text,label
كيف. بقدر يتنفس يالطيف الطف,neg
Ach tmout t7eb t7ok 3la mecanique,neg
كنت ناكل الاومو,neg
هذا مش راجل خطيك من الخرا .شوفي راجل تع الصح,neg
Mabrouk rabi ma3k ysami mahlek dim mefrhna je t'embrasse très fort je t'aime,pos
Allah yehlkou,neg
Tneknaaa,neg
ياخي.احبك.في الله.,pos
ياخي عندكم كان اتنبير كل قناة ويشنو تخدم,neg
La meilleure chose que j’ai vu dans cette putain de vidéo c’est le petit gamin si non tout le reste c de la merde avec un psychopathe qui râle 🤮🤬🤬🤬,neg
على اساس ما فيبالهمش والمعلمين شطرهم بطالة,neg
نيك ام البوليسية,neg
Bellehi barra nayekkk w brabi elli ya3rfou ywassalou 9oloulou rou7 nik ommk enti w elli kifek,neg
Yesser hlouwa legneya ya3tikoum Saha merci Tunisie tèlècom ❤️❤️❤️🌹🌹❤️,pos
والله باهت في حاجة تلقاها ثعلب زرقة لا خلق و لا خليقة و تحب دار و كرهبة تي تحبك لفعة يا ثعلب الصحراء تقعدي وهف يهزك يا خايبة الرهط,neg
شمها قارصة,neg
Mala bnett 7leell 3ndna f Tunis  pfff,neg
كان مافماش رجال في تونس مالا ما قماش نساء في تونس,neg
هداري متاع كرز ، خاطيتنا أحنا,neg
الله يرحم الوالدين,pos
"حسان : شاب تونسي يخدم موظف في إدارة، يخلص 900 دينار "". ما تكونش بهيم ما تكونش كي حسان",neg
صبري انسان ماشاء الله سرد قصة بتفصيل وخالية من الكذب بفصاحة اللسان وبدون لف ودوران الله يسهل ويوفقك راجل راجل راجل وربي يخليلك امك ويرزقها العمر على قد الصحة ويخليهالك معززة مكرمة وشوف مستقبلك ربي يوفقك كلنا صبري,pos
حلزونة يما حلزونة,neg
Blhy had maynaber alyh had ma3ash l'y 3ashouh raby farejha ânes lkol,pos
زلسمطكسه,neg
😢 مسكينة,neg
اغسل فمك رآه فايح تفو عليك,neg
3araf rouhou mechi mechi krim l7tou bidou 9bal 7seb wil39ab,pos
مناظلة في دار التجمع,pos
راجل .. و الرجال قليلون .. و ليس كل من يقول انا راجل فهو راجل ... ربي يفتح عليك,pos
22 inchalh 1 menister,pos
مجرم لا يصلح,neg
ههههههههه ملا حالة و ملا رجولية العيب فيها إلي معرسة بفرخ كيفو,neg
ربي معاك...يا اختي,pos
Super el y7ebb zid ay wa7ed yet3arraf 3aliya instagram:@k2adam_<i>hayder</i>,neg
قحاب امشو لجهاد النكاح توا تروحو ببرشا فلوس,neg
Jhane Hmdoun,pos
Boul 3lih chkoun houwa Mounir ben tal7a mahou zefzef kbir ek7a9 eraj3ou kedb,neg
بري بشولة,neg
Wajha ki la7remba w t7eb dar w karahba w chahriya 7lal fik bayra wlh ya wajh elou7,neg
كان مشيت سترت روحك خير,neg
همل.الماء.على.البطيخ,neg
ربي معاك يا بنيتي من الاعداء,pos
فوارت حقهم يتحطو فراج كبير وتنيكهم بغاز كيما هتلر هههههه,neg
le fils de p***,neg
Ya masit maryem.5ir minnik 3al a9al.hiya majibditikch chimjabdik.faha .mariem😘😘,neg
"Vous êtes la meilleure équipe, votre ligne d'information est juste, quel bel équilibre,    vous êtes complètementaire, BBRAVO ! BRAVO ! Il faut continuer à nous informer",pos
كان الكذب مارينا شي,neg
معلم 😃😃😃😃😃😃😃,pos
2020 chkoun,pos
مسكينة حبيبة 😭😭😭,pos
2021 !!!!!!!  ...,pos
2020 منيش واقف هههههه,pos
💕💕,pos
تونس تتقدم كالعااادة فالحمد الله دائما وابدا,pos
تي واضحه,pos
Bravo bravo,pos
m3alem bouchna9 weld blad mouch ki 5amej sami fahri,pos
لازم نتكلمو لازم نتحدو...الدولة هذي تسكت يقضو عليك. وين احبو يوصلوا...شيء احبس المخ كرهونا فيها لبلاد.,neg
Gratuit pour tous le mode!,pos
💖💖💖💖💖,pos
mahlek enti w ne3ma,pos
أمين أرجع لليوتيوب نورمال تلوح 200k بشر,pos
Twensa dima I tab3o je we7d yesta3mel fi kelmet frer seye lkilha well et frèret,pos
تعجبني,pos
ماهو التغير؟ ؟؟؟؟ ....تغيرررر مناصب ولاتغيررر معتقدات....لا أرى إنك ستخدم الشعب......,neg
برجولية نظم شوية لحيتك و تباركالله عليك اللحية الطويلة صارت لموظة عادي خليها طويلة و رتبها,pos
اشكونو الطحان هذا زيتون؟,neg
Inchallah fi  Paris,pos
Mala 7ata wahed mayrasem sgharou w5alih eli Bach ysir ysir mnach mest3adin naba3thou wledna lel maredh bidina fi joret nas maya3erfouch rabi,neg
"Tawa 3ahd bou jalgha nife9 kirouna kourina kourna kouvida w etta7ana mte3ou,bjeh Rabbi ach t7ibou akter melli 3tawkom (7okka  tmatm bako chocotom kilo makrouna w barcha kidb) zidou inta5bo ennakba 2024....",neg
Trop belle,pos
Rajel,pos
لعنت الله يا خامج يامسخ  آتو اطيح فيك النعمة اليي تكفر بيها يا كلب,neg
الله يحفظهم,pos
و من هنا تبدا الحكاية,pos
A.L.A X El Castro the king <3,pos
تونس خربت من عهد حنبعل عندما تمرد على الرومان وهي الى حد الان خراب,neg
اننجم تعمل متخلنيش نجهل وتقول كلام خايب,neg
Mtayech edwa hedha,neg
الى الجحيم في زوز,neg
تحية طيبة.,pos
Très bien mokdad de corriger la faute qu'elle a commis,pos
اذا كان عجل كيفك يوزن 150 ناك طراحة من عند طفلة في قهوة !! السؤال : زعما مرتك شتعملك فاليل وقت الصغار يرقدو ..مع العلم انو لي باش( تاخذك) متنجم تكون كان عبير كلاسن,neg
هربة خير اخخخخخ شورب,neg
رئيس تافه ومتفرعن ولا يحترم الدستور ولا ينشغل بما فيه لمصلحة البلاد والعباد. يخوض معارك هوائية طاحنة ضد اشباح لا يراهم الا في مخيلته البائسة🤔🤔🤔🤔 #القذافي_المفلس,neg
البنت الصمرة محلاها الله يبارك ❤😊,pos
Bravo championne,pos
يا وليد أنت في الأصل موسخ، كيفاش تسمح لنفسك تحكي على أسيادك يا قعر,neg
غزال مع ذيب,neg
Dalila tooop,pos
اه لو تتركننا فرنسا في شاننا لنتقدم و لكن يا حسره,neg
الفهري ولد فااامييليا خرج في لخر قداام سوسن خرااا,neg
نيكمكم في زوز حسدتوه,neg
نعامة,neg
هاذيك  تونس,neg
Safi said chapeau bas ❤❤,pos
Elyasaréyin houma eli yektbou belisar hahahaha 9awadét el 7éezb elkol johél bandéya,neg
االآدمين هاز الثلج,neg
لا حول و لا قوة إلا بالله  عندي نقبة في حيط السور نشوف بناي يليقها شكون يعرف لا يلعبولها🤔,neg
برش حجات هنا مظروب,neg
ميساج شباب,pos
Ya hamza ilkolou khedhb fi kedhb,neg
كاليتي متا الايماج تعيف,neg
لي بكاتو وطيحتلو الدمعة يخبط لايك ويدعيلها  من قلبوا والله طاحت الدمعة,neg
شباب ضايع يقلدو الغرب والغرب فروخهم يطيرو بينا,neg
شكون يسمع فها زمن الكورونا  البوووووماي🔥♥️,neg
تلعب معي انت فري فاير,neg
Mahou 9oul  tbiba hajer  lajnef,neg
من حقهم يحتجوا.... تحب تسكرلهم.. تعوضهم فلوس وتعويض باهي مش 200 دينار...والحجر ماعنده حتى فاعلية علميا ... الارجنتين عملت اطول حجر في العالم تقريب 6 اشهر و حاليا اعداد الموتى بين 200 و 400 يوميا... عكس المانيا  والسويد لللي ماقموش بحجر والامور لباس عندهم... مالاخر الحل يتمثل في الوعي الفردي والجماعي... ولا للحجر الصحي المدمر اقتصاديا وصحيا....,neg
مايجيبو.كان.لخبار.المشومه كيف.ترمهم. عليكم....؟؟؟؟؟,neg
Ya yemaaaa hasbetli Bayram sah chan9oh !!! Mais hadak sofiane khra w zbel fayeh soukardji 😡 alach djey yefrech fel hala morma khlasss koul wahed bda hyat jdida !!!!! W hadik l’avocate de merde 7a9 l’khir li darouh m3aha ya zahhh 😡,neg
اسم فنانة دقيقة 02.20,pos
بلاه يزيو من العياه أحكيو حاجه تنفع,neg
Creative w funny w useful as usual ❤️❤️,pos
او يضربولها على الطيارة  !!!,neg
Frère = أخ ني نقص ني والو ومخنث تعني famlleut Fi Dz enrml ngolo Frère راهي لغة الناس يا عباد,neg
تم تم,pos
بالله عليكم هاذا يترشح لرئاسة الجمهوريه القروي,neg
الله ينصر دينك وخيتي و يكثر منك الناس,neg
وكان مشيت نحيت البلوطة من وذنك كان خير .....شبه رجل يتشبه بالنساء ......يا ولا  حال,neg
نخرولها فيه والله,neg
Wsokat kif nnahdha welkarama w9aleb touns .ya3mlo Eli yhebo,neg
انشاء الله يارب الناس في تونس ماتت بالشر والكرونا ربي ارحم عبادك,neg
قعدنا واحد يشكي بواحد,neg
Ti kol aad i9oulou sne fama chay ken kedhb labes alikm thanew makomch bch tmoutou,neg
BRAVOoooooooo,pos
Yasmine Taymour Andraws LOVE LOVE THISSSSS,pos
مدام الاساتذة و المعلمين تعدى عام كامل و هوما في الدار و الشهرية تمشي قلك خاطرني قريت هذاكا حقي  اي و الاطباء الي قرى 7و 8 سنين و كل يوم يخدم يتمتع كان بعطلة محددة و خصوصي في الظروف هاذي  راجعو ميزانيتكم فين ماشية و بعد احكيو,neg
حارق ضو وجرى وعملهم الكَل,neg
دين الله كرهونا فى الدين كتب والتجارة بالدين وزاد جاب عقرب منقار تاعو معاه,neg
وما معنى للرجولة في مفهومك  قيسها بمزان رجلتكم هذا اذا كانت لكم رجلة لان ليس كل ذكر راجل لانه عندم تلد تسجل في شهادة الميلاد ذكر فقط اما الرجلة تكتسب  من سلوكك في ااحيات   ومن جهة ثانية  الف تحية لكلامات  هذي الشاعرة  التي صدقت القول فيها,pos
لو كان تونس الكل ترفع قضية بالسيدة عبير الا ما تربحهم في محكمة لاهاي الدولية يزيو متخلويض,neg
حلقة رائعة والله عجبتني بزااااااااف لدرجة اني بكية تحياتي لكل مرأة تحمل بداخلها 10 رجال,pos
6ارواح حتى هوما عايلات تحطمت ربي يصبرهم,neg
انشاء الله توصل للبعيد,pos
قروي (خروي ) روح جمع سروالك,neg
يابوغلاب يظهر انك استفدت  من نقد المستمعين بتجنبك  الانفعال  والصياح ولغة انا.  أنا كنت من ناقديك،انما لما تقدم الحقيقة بصدق وبهدوء تستدرج حتى ناقديك للاستماع والاقتناع . احسنت شكرا لك محمد بوغلاب.,pos
انحطاط أخلاقي العبدلي ولمن جره معه في هذا السياق ..تلك هيا أخلاقنا وثقافتنا ومثقفينا للاسف .....,neg
"Pour moi, meilleure pub de l’année. J’adore! Bravo Tunisie Telecom",pos
دنيا ... الي يفتي فيها بوكلاب والبلومي العايق ... لو ترى العامل البلدي اش يقاسي توا تعرف ... اماانتم اصحاب البطون التخمة مهنتكم التنبير على الزوالي و تحفيره ... بغض النظر على سن الرجل وظروفه التي  اجبرته على العمل الشاق في هذه الظروف وهذا السن فهو من غير البلديين ويتبع المقاولات الخاصة بالطرقات التي تأكل الكثير بسواعد هذا الشيخ وترمي له الفتات ... بصحتكم مادام بفسادكم تنهبوا في المليارات عندكم الحق تنبروا على الزوالي مادام ماذقتوش من الي يذوق فيه يوميا من شقاء وفقر,neg
سيف الدين مخلوف,neg
يابن.مبارك.راك..راجل.اجاب.ديقاج.للقلسون.اشيبك.تكعور.وطعتي..لالاعور...راك.استاذ.في.القنون...ياجوهر.اسالا.على.قلسونة.وينا,neg
j'adore cet émission :) Sa me touche trop,pos
اخوكم من اليمن وربي مت ضحك 😁😁😁,pos
I love you😍,pos
ربي يفضلو لميمتو ماشاءالله عليه زوالي ويحب يخدم بحلال الل,pos
على أساس تنحات بش ترجع ؟,neg
يارب كون مع تونس,pos
هذا غنا هذا؟  هذا راب. ؟! ياخي جياحة وقلة تربية كي نتا كي سمارا كل من يطيح لكلام ماهوش راجل نقطة,neg
Ça fait chaud au cœur !,pos
أقوى دخلة يا لطفي خليها ديما,pos
هذا الكلام الي يوجع,neg
ملا وجوه,neg
كما.يقول.مثلنا.العربي.السماح.في.بحيرت.حمزة.المحاسبة.المحاكمة.العادلة.ارجاع.اموال.الشعب.المنهوبة.المصالحة.ثم..العفو..,neg
صح فطوركم خاوتي  الله يقطع الحب وسنين الحب الي يذل الواحد وبيرم احسنواحد هو وبدر,pos
08 CA08,neg
الله ليردو ريح السد يدي ميرد,neg
هذه أغنية روعا,pos
Incroyable !,neg
ربي يضهر حقك وربي معك انشاالله😥,pos
Quel courage lotfi zitoun!! Bravo!!,pos
خرط عليهم هههههه  كلامه معاه حق صحيح اي حد يقدر يسعى ويقدر لو يلي يوصل وين ما يلي بس  تبي عزم وصبر لكن ف عباد تكتح طول ما تتحملششششش ويمشي ل باريس !!! يبات ف حتى شارع عادي ويعاملوه معاملة اخييييي وفوق من هدا كله راضي بالذل 🙂🙂,neg
bravo ma7leha fazet 9atouset rmed,pos
والله ان حاب نتعرف علا تونسية الي موافقة تكلمني,pos
هذي جبروت مشي ام علاء وحصل معاهم,neg
فيصل التبيني برافو والعاقبة الغنوشي,pos
"Yizi,me,tefj30uch,ennes,mekenich,teyou,na7r9ou,elkol",neg
رجعوا المواطن الرقييب موش على الاقل تنقص شويا من الاهمال و التسيب في اي مؤسسة عمومية,pos
حمامة سلام,pos
Mella chlayek tzar3ou fi tounes tfouuuuh,neg
ول حاجة الكلاس ما فيهوش تلفزة 😑,neg
Nabil Kabyliano 😂😂😂😂,pos
واااااو ملا ماهر خلاني سرحت معاه,neg
سوف يشيخون ونبقى نحن الرجال مرغوب فينا حتى في سن الأربعين.هههههه,pos
"Excellent travail , vous êtes un des rare Vrai musicien et compositeur",pos
تكذب ظرب عل امينك ول ايسارك ههههه,neg
نتفرج ونبكي نبكي نبكي,neg
saif fasakh l vidéo mte3 awel romdhan 😂,pos
ماهوش راجل,neg
نشاله يا ربي بلاد كاملة تفلس ومتلقى باش تخلص وقتها تو يعرفو,neg
ستاج التمساح,neg
عياض يا معلم,pos
حسبها يحب وظيفة خير,pos
Bravo mille fois bravo j'accepte votre invitation si vous pouvez,pos
ye5i g14 disponible fi tunis ?!! XD,neg
ومن يخالف أو له رأي آخر فلبجب,pos
بربي كفاش النهظة تو ولات ساخف على عائلة بن علي ضاهرلي مستحقا شوي فلوس,neg
Tfou alik alcoolique ca sale merde,neg
والله غير عجبني ناجح في مواقفو وكلامو غير كون يكمل حياتو بالصلاة برك  ولي يعرف فيسبوك  او انستڨرام او هاتف نتاعو يبعثلي عجبتني عقليتو وفي ما قبل الأخير ٱحترت لما سكتلو مرتو سكتت وماقالو والو يعني فيها إن وأخواتها على العموم جزائري مر من هنا,pos
��😂😂😂😂😂👌👍,pos
زوفري❤🔥🔥🔥🔥🔥🔥🔥🔥بزاف قوة,pos
كلبات المال برشا,neg
ربي يرزقك ويرزق وليداتنا  الكل  والله شي ياسف,pos
hédhi élbidéya,pos
je t aime beaucoup﻿,pos
ولد العزوزية ماو من الفحص اجرول هو اللي يلزم  اعاونها.,pos
Bon courage 😀,pos
على شكون مش توزعهم ..؟؟؟؟؟؟؟ماهو للصحاحب والاقارب ههههه,neg
سبع الاف راحة,neg
سينتهي الأمر بالمربي كبش فداء,neg
البنت قمه في الإحترام والأدب وقمه في الجمال يا سعد أيامه من يتزوجك,pos
انشاء الله في رأسك و أنت نهار لكل تغرد ملا غراب,neg
Hor cujet is the best youtuber comédic in tunisia  نقطةو أرجع لسطر,pos
بش نبرتاجي و نعمل ابون الخاتر المضحك امين الامام فقط,pos
Des nouvelles POSITIVES ça existe aussi en Tunisie....DOCUMENTEZ vous....,pos
👀📸♥🌹,pos
صاحبي ما قلك حد برا نيك 🤔🤔,neg
مشاهدة اكثر من مرة  كل يوم نعاودها  برافو   خدمة  روعه 👍👍👍👍,pos
30€,pos
هههههه يهلكم نشالله فضحتون,pos
ربيه معكومه,pos
مرحبا ممكن توصلوني لمية مشترك ارجوكم ولا حدا يردهالي في وشي,pos
bravoo sami barnemj tayara,pos
منير بن صالحه يتولاك ربي وسحر احنا معاك,pos
لما تشوف مصيبة غيرك تهون عليك مصيبتك,pos
mela bheyem,neg
عندنا في مصر لو اتمسكت ياخدو منك الحشيش و يمشوك,neg
جبور ردوها مش متاع رجال و بلوطة و بيرسينق. هي موسيقى shaffle dance. شوف lmfao party rocking. المخنثين حاجة و إلي يحبوا الاليكترو حاجة أخرى . ثمة إلي يحب المزود وإلا الراب أو الروك أو الشرقي أو الميتال. كل واحد اش يحب الموسيقى التي يسمعها و يشطح عليها. امالا الي يشطحوا على المزود اكبر موبنة على خاطر يرقصوا بالترمة و يميلوا. تحس التوانسة اي حاجة يكبروها. هو يرقص shaffle و انت ميل بترمتك و قول انا راجل. أصلا الموسيقى حرام شرعا فهي مزمارة الشيطان و اول من عزف و غنى هو إبليس اعوذ بالله من شره ليضل الناس عن عبادة الله وحده و الذكر و يلهيهم بالحياة الدنيا و ملهياتها.,neg
ان شاء الله يصير لحزب الذبان الازرق مثل ما صار للنداء يتفرقع و بوجلغة يولي معزول,neg
جوهر عندك ام عندك.اخت خالة عمة زوجة تتباها بكلاسنهم عن طريق لطيفة العبدلي,pos
A7la mouselsel bravo,pos
"dawla 3amlet ijra2et wi9a2iya kes7a, ya3tikom essaha Kamlou hakka",pos
صدام حسين تونسي والله,neg
ههههه وتوته توته وانتهت الحتوته واي كلب ينبح نقوله طزفيك من كان يكون وعاش ال سعود وعاش ال زايد الحراروزيدو عدوكم قهرواحرقوقلوبهم دهرن,neg
Va te coucher ou chier,neg
Bravoooooooooooo zeyed m3ak,pos
وجها كالشلاكة تحبو مزيان بدارو والكرهبة تعيا وهي تقبض,neg
edi w9aayet jdid wallah twahechna ghoneya behya mn aandek,neg
خلي النقابة تدفع ..عندها المليارات,neg
محلاك وليدي ان شاء الله الشباب الكل يخممو كيفك و ان شاء الله تاخذ حقك,pos
برافو السيد منصف الفرجاوي مدير مدرسة سيدي سعيد برقو سليانة. ربي يباركلو في صحتو وصغيراتو,pos
أتمنيتگ تفرح ي لميمة غير الزمان غدار 🔥😔   الله يحفظ امهاتنا وأمهات المسلمين ومسلمات وارحم موتانا وموتاهم يارب العالمين    وإهداء لكل متغرب وكل عربي من ارض الموت احلا سلام 🇱🇾🇱🇾🇱🇾🇱🇾🇱🇾👏,pos
ياختي متبكيش غصرة و تتعدى,pos
الحل الشعب الكل لازمو يتبدل ،90% منو سراق وقلابة ومتحيلين 😐,neg
كالعادة يلوج على التلحيس.,neg
ملا مستويااات قالك شيخ,neg
Hahahah b4abet walah,neg
Yaser faker,neg
Toujours des problème à kairewn,neg
خسارتك وليت تكلاشي في أصحابك. سامي و بلقيس قد ما تصيرلهم مشاكل معاك ما يجبدوش اسمك و انتي ديما مشنعها. علي فكرة ASUS أسقط نوع تنجم تشريه. عندي PC ASUS ما يتحل كان ب chargeur و ما يشدش charge جملا . ما غير ما تغش العباد على ترف فلوس,neg
وصلوووووو صوتنااااااااااا,pos
شاممها قارصة,neg
Bravo bravo un grand bravo tout est dit,pos
ايجاو نحكيلكم شباش يصير حبيبة باش تجيب طفل من اكا ديناصور و تعطيه لعايلة كيما عملت وسيلة وجدي يموت اما ماهر يبقى حي و  لطفي العبدلي باش يكون عندو دور رئيسي   في جزء ثاني بعد مدخل بوه للحبس,neg
Brabi rajel kbir tam3ine fih w t5admo fih nourmallement ye5o chahriya w ge3id fidaro flos lebled kloha soreg w 5admo chebeb inti ye masi5 ili ta7ki 3lih ach3malit fe7yetik tji lilplateaux tfalem w trawe7 tnik lkaf kdoratkom 3ana tay7a ken tbal3it,neg
حسبنا الله ونعم الوكيل,pos
اول مره باش نشوف المسلسل إنشاء الله يعجبني,pos
والله عيب وعار استاذ قانون  مثقف  وعمل بالسلطة  الا انه ظهر بمستوى متدني ومنحط بانسياقه وراءحاجات  تافهة ومتعفنة  تظامنا مع اشباه الفنانين الموش  متربين ووقحين  الذين يتفوهون بكلام غير اخلاقي والمس من  عواطف الناس هذا عار وشيئ يندى له الجبين,neg
توة الشيخ الغنوشي يدفعهملو الكل,neg
نم يا حمة نم نم يعطك نم,neg
وين لبقعه محلاها ❤,pos
"Incroyable déjà que ce pays mal connu de tous est gangrené par la misère,la délinquance,les jeunes sont complètement désœuvrés et ses médias de merde ne font qu’alimenter le ko . Il faut que la Tunisie arrête de trop parler éduque sa jeunesse et s’accroche plus fermement à la religion. C’est ceux qui ont dirigé ce pays qui ont rendu les gens comme ça. En tant que tunisien je dis que l’Algérie et les algériens sont  meilleurs que nous pour ça . Vous aimez trop parler et dire vos opinions de merde qui ne servent à rien . Le tunisien est un grand homme à la base alors ne le salissait pas !",neg
على الصباح اففففف,neg
Thanks for the new informations .. Jcp pk stannit ghneyit 'make it bun dem' fil vidéo xD,pos
Bravo TT yesser 7loua pub,pos
vraiment m3allem yassin wlh bravooooooo,pos
Johnny fl video waaaw 😂😂,pos
لقيط معندو اصل الله غالب ؟؟؟,neg
أعوضو بالله منا الشيطان الرجيم,neg
فهموني كيفه عرفه لامانه 10ملاين بين يكدب,neg
jamal wlh klemek s7i7,pos
اذا كان هذا مستوى استاذ ما عادش نلومو على التلامذة .,neg
برافوووووووووووووووووووووووو محمد بوغلاب;;;;;;;;;;,pos
دعهم يخوضوا ويلعبوا حتى يلاقوا يومهم الذي يوعدون . ، سوف يأتيهم يوم فيه يندمون ، وان غدا لناظره قريب,neg
ما نلوموش على العامل البسيط حتى المديرين والكوادر العليا في الإدارات ما عندك  ما ريت الكلهم عندهم عقلية وحدة  قارين عند نفس المدٌب إلا ما رحم ربي,neg
ﻧﻤﻮﺕ ﻋﻠﻴﻚ,pos
هذي قتلهم اسكتو ملا هم,neg
برهان بسيس غبي 😁😁😁,neg
شكرا لكي من الجزائر وتحياتي إليكي محبة ا,pos
Bou chkara,pos
تونس تاقسة دهنة عنا الفوشة و اللينرجي,neg
عملية قديمة عندها سنين مجابش حاجة جديدة,neg
Mela fartas kalb tfouh 3lik lkalb na3elbouk lkalb,neg
يضربولها علي طيارة  🛰,neg
لا حولة ولا قوة الا بالله 🤲👍,neg
This man looks absolutely ridiculous for his behaviours. May be he is 10 years old. What a shame!,neg
يسألوا على الديبلوماسية يقلوا إقتصاد,neg
رابي،يصلط،كفار،علا،فجار,neg
Hacha eli matitshel enchlha tab9ou ferkba si deja hakoume bayrine,neg
لا فض فوك، حفظكي الله,neg
ناري على تونس اللي جاء نهار يصير فيها المظلوم متهم ومطلوب 🖤😭😭😭😭,neg
مسلسل هايل عالخر,pos
Bravo💪,pos
Alah yarham waldik,pos
لاحول.ولاقوة الا.بالله. شيء.اوجع.القلب,neg
روووووووعه اروع دراما واروعع مسلسل لسنتين🇹🇳💪🏻🇹🇳💪🏻💪🏻💪🏻💪🏻🇹🇳🇹🇳🇹🇳🇹🇳🇹🇳❤,pos
"La Tunisie est devenu un pays fou , il nous faut vraiment des scientifiques pour comprendre le comportement de plusieurs tunisiens  et trouver un remède définitif.",pos
لا حوله ولا قوة إلا بالله,neg
عشنا و شفنا شكون يستقيل,neg
هاي عشرة من عندي في خاطر من شطح و ردح,neg
اش مدخله في حاجه ما تخضكش في كل شيء مدخل. نسنوسته,neg
مكشخ متعصب مر من هنا  كلام احرش و يحير برشا المناظر لي شادين لبلاد  Respect,neg
رتحنا من محسن ولد العيفة جانا بلال ولد الغطوس,neg
معناها انا نجي لحماص من تطاوين نسكرلو حانوتو على خاطرو موش ولد الجهة والا نمنع واحد نم تطاوين باش يخدم في تونس والا سوسة والا الكاف والا باجة على خاطرو موش ولد الجهة ؟ تو هذا معقول؟ والدولة تتفرج؟ سابقة خطيرة ياسر والمجموعة اللي تتصرف بالطريقة هذي هما كمشة اوباش وجهلة وانذال وعندهم اجندا تهدف لبث الفتنة والجهوية لصالح اطراف خارجية قطرية وتركية بالتحديد وعلى العقلاء من ولاية تطاوين التصرف قبل ما تجي الفاس في الراس,neg
هذا واحد من الاربعين,pos
مرسي موزايك عالمحواسة، 😘,pos
فرحين بأرواحكم يعطيكم وهف,pos
j'ai ete une artiste a PARIS avec maurice maymoune et et blanc blanc et tous les autre  juives tunisiens    kahlawi et tant d'autres  hamed hamsa qui ma donnée la posibilite d'etre une artiste accomplie et maintenent tous le monde a oubliers que ces artiste disais toujour que c'etes des tunisiens et qui aimes la tunisie,pos
كلاموا يوزن بلاد ،ربي يجيبلك القسم,pos
توة هذا مسكين يخدم بالحلال لايسرق ولايبراكي  علاه بالسيف يتلز يكره البلاد وينقم,neg
يرحم الام لي جابتك يا خويا ...,pos
هيا تبع في الكرز زعما..,neg
Unsubscribe,neg
هاي فاقط مباركة تشتح بزوز محارم,neg
ماشاء الله ماشاءلله 😘😘😘😘,pos
Kolna Tunisie 🇹🇳🇹🇳♥️🌹,pos
Ali Mensi شنوة رايك كي نشوفو مدرسة الدريجة !!!!,neg
ربي يعطيك ما تتمني يا صاحبي الله غالب جينا في بلاد تقتل الطموح وحوت ياكل حوت و الزوالي يمشي فالعفس ننصحك وخي برا دبر حرقة و أقصد ربي هذاك هو الحل الوحيد مدامك مزلت صغير sinon الكهربة و الدار اللي تتمنى فيهم (اللطف على خويا) باش تموت و ماكش باش تعملهم ♥️,neg
اوجع شي تتحمل كل الم وفي اخر يدي تعبك غيرك غاضتني زينة 😥💔😭,neg
لا حول ولا قوة الا بالله يا ريتني ما شاهدت هذا التقرير كانت ذاكرتي تحتفظ باشياء جميلة عن تونس لكن للاسف صدمني هذا الوضع المزري,neg
Za3ma chnia tiiit ??? سؤال محير,pos
وساسا وحاحاو..,neg
حبك يزيد يزيد كل يوم يا عبير.,pos
des avocats minable,neg
manoula y'a mizyana﻿,pos
يااا نوفال علش تقول كلام الشيخ ميهمش المراة تونسية ياعني انت المراة تونسية معندومش دين ولا ميلة عيب عليك هوا قلك انت انسان بريد معندك روجولة 😡😡😡😡😡,neg
hahahahaha,pos
و الصحة الي هيا  في نفس اهمية التعليم و ربما اهم. ما فيهاش!!! ربي معانا و اكهو,pos
Machaalah Alik,pos
بوغلاب ديما حدو حد المسقي... خبوه يصور رجال الاعمال والمعامل والي يصير فاها والخنار الي يمس قوة المواطن البسيط والاحتكار والمحتكرين... الخ الخ... مهازل الاعلام,neg
مبروك مليون 🌹🎉🎊😍,pos
والله كلب ورخيص وما تستحي,neg
مساكن زح عباد ماهمش واصللهم شي,neg
ما علاقة الطبوبي بالدراسة 😂,neg
Zaab zeyda t3arektou,neg
هذي الحلقة الاخيرة ولا مزال .....جاوبوني يا جماعة,pos
"شوفوا ما يهم البلاد و العباد يزي من ها الحكايات الفارغة يا "". ثوار و يا ابطال "".",neg
الشيخ هنتلهم و كوّر باهم,pos
"Espèce de cretin, vulgaire avec ça ",neg
اول رمضان نفوتو في دار زوجي بعيدة على ماما ربي يحفظها ان شاء الله تفوت سنين و عوام و نرجع نشوف الكومونتار تاعي و نكون بأحفادي و بربي كي يتفكو اموري نجي هنا للكومونتار و نموديفي من فضلكم ادعيو ربي يصبرني على خوفي من بابا ليقتل ماما منيش متهنية و خايفة عليها كل دقيقة نخمم لي خليتها مع وحش مكنش لي يدافع عليها,neg
اكيد محامين الارهابيين و على راسهم مرخوف,neg
نحبك يا أمين ونموت عليكLOVE,pos
سبحان الله بعد ما شفت اسلوب هاالام حمدت ربي ع اسلوب امي دخيل ربها بعمرها ما ادخلت باموري الخاصة الله يساعد هالشاب !!!,neg
بلاد شد سيب. ههههه عندهم زعما الشاري يستني تحت الحيط في الدوره. للمعارف فقط تباع,neg
فضايح وين مقاول خدام واحد كهو؟؟؟؟🙃💩🤭,neg
Botox tourquia ardoughan dictateur. Jaw el kwanjiya hhh,neg
عبير موسى ؟؟؟؟؟؟؟؟؟؟,neg
دبرولهم خادم,neg
Borjouliya sayeb 3lik ml rap w a3mel mezwed ya bro wlh tenja7 3a la5er ❤,pos
Heere we go again,pos
روعه!!! الصوره محلاهااااا,pos
مخيبك كلامك كالسم عادي عندك يا ولد الحزقي وخو دليلة اللبوة,neg
